cve_estado,estado,anio,tasa_hom_doloso,tasa_secuestro,tasa_feminicidio,tasa_extorsion,fuente
28,TAMAULIPAS,2018,31.4739,4.2579,0.374,4.0853,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2019,24.216,1.3422,0.4569,3.5696,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2020,20.0695,1.0205,0.3118,3.9969,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2021,19.7543,1.21,0.1407,2.7014,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2022,13.2139,0.6425,0.5308,3.2406,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2023,13.1744,1.47,0.4992,3.0786,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2024,10.602,1.8726,0.7435,2.8639,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2015,4.7753,0.7163,0.0796,0.7163,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2016,6.4376,0.471,0.157,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2017,9.2947,0.6971,0.3098,0.6196,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2018,9.7832,0.2293,0.6879,0.0764,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2019,12.8991,1.5841,0.7543,0.1509,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2020,8.8609,2.2338,0.6702,0.1489,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2021,9.0422,0.7351,0.8087,0.2941,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2022,10.3079,0.6533,0.363,0.5081,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2023,8.1727,0.2151,0.8603,0.2151,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
29,TLAXCALA,2024,10.0553,1.2746,0.9914,0.0708,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2015,7.3094,1.4772,0.5221,1.6682,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2016,18.5185,1.7986,0.7727,2.432,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2017,25.3,2.4443,1.26,7.7236,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2018,21.5825,2.3688,1.3285,7.4323,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2019,21.133,4.1019,1.2343,10.4356,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2020,18.2324,1.6992,0.9178,8.955,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2021,15.4112,0.839,0.839,9.4762,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2022,12.0911,1.1171,0.8224,10.5199,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2023,11.7728,0.4152,0.5496,11.1377,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
30,VERACRUZ,2024,11.0202,0.4496,0.6804,11.7857,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2015,2.4319,0.0,0.0468,3.1802,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2016,2.2991,0.046,0.046,2.621,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2017,1.7184,0.0,0.407,1.4923,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2018,2.1354,0.0,0.3114,0.2224,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2019,1.4446,0.0,0.1313,0.3064,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2020,2.3267,0.0,0.2585,0.0431,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2021,1.7816,0.0424,0.2121,0.1273,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2022,1.6291,0.0,0.2089,0.4177,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2023,1.3989,0.0,0.3292,0.576,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
31,YUCATAN,2024,1.7835,0.0,0.2837,0.0405,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2015,18.3757,1.7348,0.0,6.2966,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2016,35.1693,2.9945,0.7008,5.2244,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2017,42.6487,4.6756,0.8214,12.4471,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2018,42.9867,2.8825,1.3159,15.2271,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2019,39.4036,3.4804,0.6837,22.0635,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2020,65.6541,2.8358,0.6165,23.6725,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2021,99.3711,1.4676,0.7338,31.4318,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2022,81.2894,0.6066,0.91,31.9698,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2023,58.9199,0.662,0.7824,4.7545,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
32,ZACATECAS,2024,29.8556,0.5374,0.4777,3.7021,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
